	Low-Range	Mid-Range	High-Range	Husky/Throaty	Thick	Thin	Warm	Lonely	Passion	Pretty	Sad	Bright	Clear	Relaxed	Cute	Dark	Delicate	Emotional	Energetic	Male	Female	Mild/Soft	Charismatic	Whisper/Quiet	Sharp	Pure	Rich	Robotic/Artificial	Rounded	Embellishing	Stable	Sweet	Young	Soulful/R&B	 Ballad	Shouty	Vibrato	Falsetto	Breathy	Compressed	Dynamic	Speech-Like
58a67a03530a69823b4ae876	1	3	0	3	1	0	2	0	2	0	0	1	0	3	0	1	1	1	2	0	3	2	0	0	0	0	3	0	1	1	1	0	0	3	0	0	1	0	2	1	1	0
58a67a07530a69823b4ae877	2	3	0	3	1	0	2	3	0	0	2	0	2	3	0	1	2	3	1	0	3	2	0	0	0	0	2	0	1	0	1	1	0	2	1	1	1	2	3	1	1	1
58a67a0a530a69823b4ae878	2	3	0	3	1	0	1	2	0	0	2	0	0	2	0	2	0	2	2	0	3	2	1	1	0	0	2	1	0	0	0	0	0	3	0	0	1	1	2	1	1	1
58a67a0f530a69823b4ae87a	0	2	1	0	0	0	1	3	1	0	3	1	2	1	0	1	0	2	3	0	3	0	0	0	2	0	2	0	1	0	2	0	0	2	3	1	1	1	2	2	0	0
58a67a12530a69823b4ae87b	0	0	1	0	0	0	2	1	1	2	0	2	1	3	0	0	0	1	1	0	3	2	0	2	0	1	2	0	1	0	2	0	0	0	0	1	2	0	2	1	1	0
58a67a15530a69823b4ae87c	0	1	1	0	0	1	2	0	0	0	0	0	3	3	0	0	2	2	2	0	3	2	0	1	1	1	2	0	1	0	2	0	0	0	2	0	2	1	3	1	0	0
58a67a0c530a69823b4ae879	0	2	0	0	0	0	1	1	0	1	1	2	2	2	0	0	1	2	1	0	3	2	0	1	1	1	2	0	1	0	1	1	0	1	2	1	2	1	3	1	0	0
58a67a18530a69823b4ae87d	0	1	2	0	0	1	2	1	2	1	0	1	2	2	1	0	2	3	2	0	3	3	1	1	1	2	2	0	2	0	1	0	0	1	2	3	2	0	3	2	1	2
58a67a1b530a69823b4ae87e	1	1	0	3	1	0	2	2	1	0	3	0	0	1	0	0	0	3	3	3	0	3	1	1	0	1	2	0	0	0	1	0	0	2	3	2	2	1	3	0	1	0
58a67a1e530a69823b4ae87f	0	2	0	1	0	0	2	1	0	0	0	3	0	2	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	2	2	0	2	0	0	1
58a67a22530a69823b4ae880	0	2	0	3	0	0	2	2	0	0	0	0	0	2	0	0	0	2	1	3	0	2	0	1	0	0	1	0	0	0	2	0	0	2	3	1	2	0	3	0	1	0
58a67a25530a69823b4ae881	1	1	0	2	0	0	2	1	2	0	0	0	0	1	0	0	0	2	3	3	0	2	0	1	0	0	1	0	1	0	2	0	0	2	2	2	2	0	2	0	1	2
58a67a28530a69823b4ae882	1	1	0	3	1	0	2	2	1	0	0	0	0	1	0	0	0	3	3	3	0	1	1	0	0	0	2	0	0	0	2	0	0	3	2	2	2	0	3	0	1	0
58a67a2e530a69823b4ae884	0	2	0	3	0	0	1	0	3	0	0	3	1	1	1	0	0	0	3	3	0	1	2	0	0	1	2	0	1	0	3	0	1	0	1	2	2	0	2	1	1	0
58a67a2b530a69823b4ae883	0	2	0	2	0	0	0	0	3	0	0	3	1	0	0	0	0	0	3	3	0	0	2	0	0	1	1	0	1	0	2	0	1	0	0	2	2	0	2	1	1	0
58a67a31530a69823b4ae885	0	2	1	3	0	0	2	3	2	0	1	0	1	0	0	0	0	3	3	3	0	1	2	0	0	0	1	0	1	0	1	0	0	2	3	3	2	0	3	1	1	1
58a67a34530a69823b4ae886	0	2	0	3	0	0	2	2	3	0	0	0	0	0	0	0	0	3	3	3	0	0	2	0	0	0	2	0	0	0	0	0	0	2	1	2	2	0	2	1	1	0
58a67a37530a69823b4ae887	0	2	0	3	0	0	0	3	2	0	1	0	0	0	0	1	0	3	3	3	0	1	2	0	0	0	1	0	0	0	2	0	0	1	2	2	2	0	2	1	1	0
58a67a3a530a69823b4ae888	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	3	0	0	3	1	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	3	1	0
58a67a3d530a69823b4ae889	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	3	0	0	3	1	1	0	0	3	0	0	2	0	0	0	0	1	0	0	0	2	1	0
58a67a40530a69823b4ae88a	0	2	0	2	0	1	1	2	0	0	0	0	1	2	0	0	0	1	1	3	0	1	1	2	1	0	0	2	0	0	1	1	1	1	0	1	1	1	2	3	2	0
58a67a43530a69823b4ae88b	0	3	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	3	0	0	2	1	1	0	1	2	0	0	1	0	1	1	1	1	1	0	0	3	0	0
58a67a46530a69823b4ae88c	0	2	0	1	0	0	0	3	0	0	2	0	0	0	0	1	0	3	3	3	0	0	2	1	1	0	0	1	0	0	1	0	1	1	2	3	1	1	0	3	1	0
58a67a48530a69823b4ae88d	0	2	0	1	0	1	2	2	2	1	1	1	2	0	1	1	0	2	3	0	3	1	0	0	0	1	2	0	1	0	1	1	1	1	2	2	1	1	3	2	0	0
58a67a4b530a69823b4ae88e	0	2	0	1	0	1	1	0	2	1	0	3	2	0	2	0	0	0	3	0	3	1	0	0	1	2	0	1	1	1	1	1	2	0	0	2	2	0	1	2	2	0
58a67a4e530a69823b4ae88f	0	2	0	1	0	1	0	0	1	1	0	2	1	1	0	1	0	0	1	0	3	1	2	3	1	0	1	0	0	1	0	1	0	1	0	0	0	2	2	1	1	2
58a67a51530a69823b4ae890	0	2	0	1	0	1	1	0	0	1	0	3	2	2	2	0	1	0	2	0	3	1	0	0	0	2	0	2	1	0	2	1	2	0	0	1	0	1	0	2	0	0
58a67a54530a69823b4ae891	0	1	0	2	0	0	0	0	3	0	0	2	1	0	0	1	0	0	3	0	3	0	2	2	1	0	0	3	0	0	1	0	0	0	0	1	1	0	1	1	2	1
58a67a57530a69823b4ae892	2	1	0	2	1	0	2	3	1	0	1	0	0	2	0	0	0	3	3	3	0	1	2	0	0	0	0	0	1	0	1	0	0	2	3	1	3	0	3	0	1	0
58a67a5a530a69823b4ae893	2	1	0	3	1	0	0	3	1	0	1	0	0	1	0	0	0	3	3	3	0	1	1	2	0	0	2	0	1	0	2	0	0	2	3	1	2	1	3	1	1	0
58a67a5d530a69823b4ae894	0	3	0	3	1	0	1	3	1	0	1	0	0	0	0	1	0	3	3	3	0	0	2	1	1	0	1	0	0	0	2	0	0	2	2	3	2	0	3	2	1	0
58a67a60530a69823b4ae895	1	3	0	3	1	0	2	2	1	0	0	0	0	1	0	0	1	3	3	3	0	1	2	1	0	0	1	0	1	0	1	0	0	2	2	2	3	0	2	3	1	0
58a67a63530a69823b4ae896	1	3	0	3	0	0	0	1	3	0	0	0	0	0	0	2	0	1	3	3	0	0	3	2	1	0	1	0	0	1	0	0	0	2	0	3	1	0	1	2	2	0
58a67a66530a69823b4ae897	0	3	0	1	0	1	3	0	0	2	0	2	2	3	2	0	2	0	0	0	3	3	0	0	0	2	0	0	2	1	3	3	1	0	0	0	1	1	2	0	0	0
58a67a69530a69823b4ae898	1	3	0	1	0	0	1	2	0	0	1	0	0	2	0	0	0	3	0	3	0	2	0	0	0	1	0	0	0	0	2	0	1	0	3	1	1	1	3	0	0	0
58a67a6c530a69823b4ae899	0	3	0	1	0	0	2	0	1	2	0	3	0	2	1	0	0	0	3	3	0	3	0	0	0	1	1	0	0	0	2	3	1	0	0	0	1	1	3	1	1	0
58a67a70530a69823b4ae89a	0	3	0	2	0	0	2	0	1	1	0	3	0	2	1	0	1	0	2	3	0	3	0	0	1	1	1	0	0	0	2	3	1	0	0	1	1	1	3	1	0	0
58a67a73530a69823b4ae89b	0	2	0	1	0	0	2	2	1	0	1	2	0	2	0	0	1	2	1	2	1	2	0	1	0	1	0	0	1	0	2	0	1	1	0	0	1	1	2	0	0	0
58a67a76530a69823b4ae89c	0	3	0	1	0	0	3	2	1	0	1	1	0	3	0	0	1	2	1	3	0	3	0	1	0	1	0	0	0	0	3	2	1	0	2	1	1	0	2	0	0	0
58a67a79530a69823b4ae89d	1	2	0	0	0	1	3	3	0	1	1	1	2	3	0	0	1	3	2	0	3	3	0	1	0	0	2	0	2	0	1	0	0	1	3	0	1	1	3	1	1	0
58a67a7c530a69823b4ae89e	0	2	1	0	0	0	3	2	0	0	0	0	1	3	0	0	1	2	1	0	3	3	0	0	0	0	2	0	2	0	2	0	0	1	2	1	1	0	3	0	0	0
58a67a7f530a69823b4ae89f	0	2	0	0	0	0	3	0	1	1	0	2	2	3	0	0	1	1	2	0	3	3	0	0	0	1	3	0	2	0	2	0	0	0	2	0	1	0	3	1	0	1
58a67a82530a69823b4ae8a0	0	2	0	0	0	0	2	0	3	1	0	3	2	1	0	0	0	1	3	0	3	3	1	0	0	1	2	0	1	0	2	0	0	0	2	1	1	1	3	1	1	0
58a67a85530a69823b4ae8a1	0	2	1	0	0	0	1	2	0	0	1	1	2	2	0	0	1	2	2	0	3	3	0	0	0	1	2	0	3	0	2	0	0	0	2	1	1	0	3	1	0	1
58a67a88530a69823b4ae8a2	0	1	2	1	0	0	1	3	3	0	1	0	2	3	0	0	2	3	2	0	3	3	0	1	0	1	3	0	2	0	2	0	0	2	1	1	2	1	3	1	2	0
58a67a8c530a69823b4ae8a3	0	2	0	1	0	0	0	3	1	0	2	0	2	1	0	1	0	3	2	0	3	1	1	1	0	0	3	0	1	0	2	0	0	2	2	0	1	1	3	0	1	1
58a67a92530a69823b4ae8a5	0	1	0	1	0	1	1	3	1	0	1	0	1	2	0	1	2	3	3	0	3	1	1	0	0	0	3	0	2	0	2	0	0	1	2	1	1	0	3	1	0	0
58a67a8f530a69823b4ae8a4	0	3	0	1	0	0	2	2	2	0	1	0	1	2	0	0	1	2	2	0	3	3	0	0	2	0	1	0	1	0	2	1	0	2	1	1	1	2	3	0	1	1
58a67a95530a69823b4ae8a6	0	1	0	1	0	1	2	1	2	0	0	0	1	2	0	0	2	3	3	0	3	2	1	1	1	0	3	0	1	0	2	0	0	2	2	2	2	0	3	1	2	0
58a67a9c530a69823b4ae8a8	0	3	0	0	0	2	1	0	1	1	0	3	2	1	3	0	1	0	2	3	0	3	0	0	0	1	0	0	1	0	3	3	3	0	0	0	1	0	1	3	0	1
58a67a9f530a69823b4ae8a9	0	2	0	0	0	0	0	0	0	1	0	3	3	2	3	0	0	0	2	3	0	3	0	0	0	3	1	0	2	0	3	2	3	0	0	0	0	0	1	1	0	0
58a67aa2530a69823b4ae8aa	0	2	0	0	0	1	3	3	0	0	2	0	2	2	0	0	2	2	2	3	0	3	0	0	0	1	0	0	1	0	1	0	1	0	2	0	2	1	3	2	1	0
58a67a99530a69823b4ae8a7	0	2	0	0	0	1	2	2	0	0	1	1	2	1	0	0	1	2	0	3	0	3	0	2	0	1	0	0	1	0	1	0	1	0	2	0	1	0	2	2	0	0
58a67aa5530a69823b4ae8ab	0	2	0	0	0	2	3	1	0	1	0	1	2	2	0	0	1	2	0	3	0	3	0	1	0	1	0	0	2	0	2	1	2	0	2	0	1	2	2	1	0	0
58a67aa8530a69823b4ae8ac	0	3	0	0	0	0	0	0	3	0	0	3	1	0	1	0	0	0	3	3	0	0	1	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	2	2	2	0
58a67aab530a69823b4ae8ad	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	3	3	0	1	3	0	1	0	0	1	0	1	1	0	1	0	0	1	1	2	1	2	1	0
58a67aae530a69823b4ae8ae	1	2	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	1	3	3	0	0	3	0	1	0	0	1	1	1	1	0	1	0	1	1	1	2	2	1	1	0
58a67ab1530a69823b4ae8af	1	2	0	0	0	0	0	3	3	0	2	0	0	0	0	0	0	3	2	3	0	1	1	0	1	0	1	1	0	1	1	0	1	2	1	0	1	2	3	0	1	0
58a67ab7530a69823b4ae8b1	2	2	0	1	0	0	2	1	0	0	0	0	1	3	0	0	0	0	2	3	0	3	2	0	1	0	1	1	0	1	2	1	0	2	0	0	1	2	3	1	1	1
58a67ab4530a69823b4ae8b0	2	2	0	1	0	0	3	3	0	0	1	0	1	3	0	0	1	3	2	3	0	3	1	2	1	0	0	1	0	0	1	1	0	2	0	0	1	3	3	1	1	1
58a67aba530a69823b4ae8b2	2	3	0	1	1	0	2	2	1	0	1	0	0	3	0	0	1	3	3	3	0	3	2	0	1	0	2	1	0	1	3	0	0	2	1	0	1	1	2	2	1	2
58a67ac0530a69823b4ae8b4	2	2	0	1	0	0	3	2	0	0	0	0	1	3	0	0	1	3	2	3	0	2	1	2	0	0	1	1	0	1	2	0	0	1	2	0	2	0	2	2	3	3
58a67abd530a69823b4ae8b3	2	3	0	1	1	0	2	2	2	0	2	0	0	3	0	0	1	2	2	3	0	2	2	0	0	0	2	1	0	1	2	0	0	3	2	0	2	3	3	2	3	2
58a67ac4530a69823b4ae8b5	1	2	0	2	0	0	2	0	2	0	0	0	0	1	0	0	1	2	2	3	0	2	1	2	1	0	1	0	0	2	0	1	1	2	0	0	1	0	3	1	1	0
58a67ac7530a69823b4ae8b6	0	3	0	2	0	0	1	0	3	0	0	0	0	1	0	0	1	1	2	3	0	1	2	1	1	0	0	3	0	1	1	0	1	2	0	0	1	3	3	1	1	0
58a67aca530a69823b4ae8b7	0	3	0	1	0	0	3	2	0	0	1	0	1	3	0	0	2	2	0	3	0	3	0	3	1	0	1	0	1	0	2	0	0	2	2	0	1	3	3	1	0	2
58a67acd530a69823b4ae8b8	0	3	0	1	0	0	3	0	0	1	0	1	1	3	1	0	1	2	1	3	0	2	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	3	1	0	1
58a67ad0530a69823b4ae8b9	0	3	0	1	0	0	1	2	1	0	0	0	0	2	0	1	2	2	0	3	0	3	0	2	1	0	0	1	0	2	1	0	0	2	0	0	1	3	3	1	1	1
58a67ad3530a69823b4ae8ba	1	2	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	1	3	3	0	0	2	1	0	0	0	3	0	1	0	0	1	0	0	1	1	1	3	1	1	1
58a67ad6530a69823b4ae8bb	1	2	0	1	0	1	0	1	3	0	0	0	1	0	0	0	0	1	3	3	0	0	3	0	2	0	0	2	0	0	0	0	0	1	0	2	1	2	2	0	2	0
58a67ad9530a69823b4ae8bc	0	3	0	1	0	1	1	0	2	0	0	0	0	1	0	1	0	1	2	3	0	2	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	3	2	1	1	0
58a67adc530a69823b4ae8bd	1	2	0	1	0	0	0	2	1	0	0	0	0	1	0	1	0	1	2	3	0	1	2	2	1	0	1	3	0	0	0	0	0	1	0	2	1	3	2	1	1	0
58a67adf530a69823b4ae8be	0	2	0	1	0	1	1	2	1	0	0	0	0	2	0	1	0	1	1	3	0	2	1	3	1	0	1	1	0	0	1	0	0	1	0	0	1	2	2	1	1	0
58a67ae2530a69823b4ae8bf	0	3	0	1	0	1	0	1	1	0	0	1	0	2	0	0	1	0	0	3	0	3	0	2	0	0	0	0	1	0	2	1	1	0	0	0	1	3	2	1	0	0
58a67ae5530a69823b4ae8c0	0	3	0	1	0	0	1	2	0	0	1	0	0	2	0	1	1	1	0	3	0	3	0	2	0	1	1	0	1	0	1	1	1	0	0	0	1	3	3	2	1	0
58a67ae8530a69823b4ae8c1	1	2	0	1	0	0	1	1	0	0	0	1	2	2	0	0	0	1	1	3	0	2	0	1	0	1	1	0	0	0	3	0	1	0	1	0	1	1	1	2	0	0
58a67aeb530a69823b4ae8c2	1	2	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	3	3	0	0	3	1	1	0	0	3	0	1	0	0	0	0	0	1	1	3	2	3	3	0
58a67aef530a69823b4ae8c3	1	2	0	1	0	0	1	1	2	0	2	0	2	1	0	2	0	2	3	3	0	0	3	1	1	0	1	1	0	0	0	0	0	0	0	2	2	3	2	2	3	0
58a67af2530a69823b4ae8c4	0	1	2	0	0	3	1	0	3	3	0	2	1	0	2	1	0	0	3	0	3	2	2	1	0	1	0	2	0	1	1	1	1	1	0	1	1	1	3	2	1	0
58a67af6530a69823b4ae8c5	0	2	0	1	0	3	1	0	3	2	0	2	1	1	2	0	0	0	3	0	3	2	2	1	1	0	1	2	0	1	1	2	1	2	0	1	0	3	2	2	3	0
58a67af9530a69823b4ae8c6	0	2	0	1	0	3	0	0	3	1	0	2	1	1	2	2	0	0	3	0	3	2	1	1	1	0	1	1	0	2	2	1	1	2	0	0	1	1	2	2	2	0
58a67afc530a69823b4ae8c7	0	2	2	0	0	3	3	3	0	2	2	2	2	2	0	0	2	2	2	0	3	3	1	3	0	1	2	0	1	1	3	1	1	1	2	0	1	1	2	3	1	1
58a67aff530a69823b4ae8c8	0	2	0	1	0	3	2	3	0	1	2	0	1	3	0	0	1	3	2	0	3	2	0	1	1	0	1	0	2	2	2	0	0	1	3	2	1	0	2	2	2	1
58a67b02530a69823b4ae8c9	0	3	0	1	1	0	2	2	1	0	1	0	2	2	0	0	0	2	2	3	0	3	0	0	0	0	1	0	1	1	2	1	1	1	3	1	1	1	2	2	1	0
58a67b05530a69823b4ae8ca	1	2	0	1	1	0	2	3	0	0	1	0	1	3	0	0	0	3	2	3	0	2	2	0	0	0	2	0	1	1	2	0	0	1	3	1	1	0	2	2	0	0
58a67b08530a69823b4ae8cb	2	2	0	1	2	0	0	3	1	0	3	0	0	2	0	0	0	3	1	3	0	3	1	1	0	0	2	0	1	0	3	0	0	2	3	1	1	1	2	2	0	1
58a67b0b530a69823b4ae8cc	1	2	0	2	1	0	1	3	1	0	2	0	1	2	0	0	0	3	3	3	0	2	0	1	0	0	2	0	2	1	2	0	0	1	2	2	2	0	3	2	2	1
58a67b0e530a69823b4ae8cd	1	2	0	1	2	0	1	3	1	0	2	0	1	2	0	1	0	2	3	3	0	2	1	0	1	0	2	0	1	1	3	0	0	3	2	2	2	0	2	2	2	0
58a67b11530a69823b4ae8ce	0	3	0	1	1	0	2	1	1	1	2	0	0	2	0	0	0	2	3	3	0	3	0	0	0	0	2	0	2	1	2	0	0	2	3	2	2	2	3	2	2	0
58a67b14530a69823b4ae8cf	1	2	0	3	1	0	1	2	2	1	2	0	0	1	0	0	0	3	3	3	0	2	1	2	0	0	3	0	1	1	2	1	0	1	3	2	1	0	3	2	2	1
58a67b18530a69823b4ae8d0	0	2	0	1	1	0	1	2	1	0	2	0	0	2	0	0	0	3	3	3	0	3	0	0	0	0	3	0	1	1	2	0	0	2	3	2	1	0	2	2	2	0
58a67b1b530a69823b4ae8d1	1	2	0	2	1	0	1	2	2	0	1	1	0	1	0	1	0	2	3	3	0	1	2	1	1	0	1	0	0	2	1	0	0	2	1	2	2	1	2	1	2	0
58a67b1e530a69823b4ae8d2	1	2	0	1	1	0	2	3	0	0	3	0	0	3	0	1	1	3	3	3	0	3	2	1	0	0	3	0	2	1	2	0	0	1	3	2	2	0	3	2	2	0
58a67b21530a69823b4ae8d3	0	3	0	0	0	1	1	2	1	0	2	0	1	3	0	0	1	2	2	3	0	3	0	0	0	1	3	0	3	1	3	0	1	1	3	2	2	1	2	2	2	0
58a67b24530a69823b4ae8d4	0	3	0	1	0	2	3	0	1	1	0	2	2	3	0	0	0	1	3	3	0	3	0	0	0	1	2	0	1	1	2	1	1	1	3	1	1	1	3	2	2	0
58a67b27530a69823b4ae8d5	1	2	0	0	1	0	3	1	0	1	0	0	2	3	0	0	0	1	3	3	0	3	0	0	0	1	3	0	2	1	3	1	1	1	3	2	1	0	1	2	0	1
58a67b2a530a69823b4ae8d6	0	1	2	0	0	3	1	3	2	2	2	0	1	2	0	1	1	3	2	0	3	3	2	1	0	0	2	0	2	1	2	0	0	2	3	2	1	1	3	1	0	1
58a67b2d530a69823b4ae8d7	0	2	1	0	0	3	3	0	1	2	0	3	2	3	2	0	0	1	3	0	3	3	1	1	0	1	1	0	2	2	2	2	1	2	0	2	1	0	2	2	1	0
58a67b30530a69823b4ae8d8	0	1	0	0	0	3	2	3	1	2	2	1	3	2	0	0	2	3	2	0	3	3	0	2	0	1	1	0	1	2	2	1	1	1	3	1	1	2	3	2	1	1
58a67b33530a69823b4ae8d9	0	3	0	2	0	3	0	3	1	1	2	0	2	1	0	0	0	3	3	3	0	2	0	0	1	1	0	0	0	1	2	0	0	1	3	2	1	0	3	1	1	1
58a67b36530a69823b4ae8da	0	2	0	0	0	3	2	2	0	0	1	0	2	3	0	0	0	2	1	3	0	2	0	1	0	1	1	0	2	1	3	1	0	1	2	0	2	0	3	1	0	1
58a67b39530a69823b4ae8db	0	2	0	0	0	2	1	2	0	0	1	1	3	2	0	0	0	3	2	3	0	3	0	2	1	1	0	0	1	0	3	1	1	1	3	2	1	2	3	1	1	2
58a67b3c530a69823b4ae8dc	2	2	0	0	2	0	2	2	2	0	2	0	2	2	0	1	1	3	3	3	0	3	0	1	1	0	2	0	0	0	3	0	1	3	3	2	2	2	3	1	3	0
58a67b43530a69823b4ae8de	2	2	0	1	2	0	3	3	1	0	2	0	0	2	0	1	1	3	3	3	0	3	0	3	1	0	2	0	1	1	3	0	1	3	3	2	2	1	3	2	2	2
58a67b46530a69823b4ae8df	1	2	0	1	1	0	2	0	3	0	0	3	1	2	0	0	0	0	3	3	0	3	0	1	1	0	1	0	1	0	3	2	1	2	1	2	2	2	3	2	1	0
58a67b3f530a69823b4ae8dd	1	1	0	1	1	0	3	0	1	0	0	3	1	2	0	0	0	0	3	3	0	3	0	1	1	0	2	0	1	1	3	1	1	2	1	2	2	3	3	2	2	0
58a67b49530a69823b4ae8e0	2	2	0	2	2	0	2	3	0	0	3	0	0	3	0	0	0	3	3	3	0	3	1	2	1	0	2	0	1	1	3	1	1	2	2	2	2	1	2	1	2	0
58a67b4c530a69823b4ae8e1	1	2	0	1	1	1	2	2	0	0	1	0	2	2	0	0	0	2	2	3	0	3	0	1	1	2	1	0	1	0	3	1	2	1	3	2	2	1	2	1	2	1
58a67b4e530a69823b4ae8e2	0	3	0	0	1	1	2	0	2	1	0	3	3	2	1	0	0	0	3	3	0	3	0	1	1	1	1	0	1	2	3	2	2	1	2	1	3	2	3	1	1	1
58a67b51530a69823b4ae8e3	0	3	0	0	0	2	1	0	0	1	0	3	3	3	1	0	0	0	3	3	0	3	0	1	0	2	1	1	1	2	3	2	2	1	0	0	2	2	2	1	0	1
58a67b54530a69823b4ae8e4	0	3	0	0	1	1	1	0	3	0	0	3	2	2	0	0	0	0	3	3	0	2	2	0	1	0	1	0	1	0	3	1	2	1	0	2	3	1	2	1	1	0
58a67b5a530a69823b4ae8e6	0	1	2	0	0	2	2	2	0	3	0	1	2	1	2	0	1	2	2	0	3	3	0	1	1	2	1	0	1	0	3	2	2	0	3	2	2	1	3	1	2	0
58a67b5d530a69823b4ae8e7	0	1	1	0	0	3	2	3	0	3	1	1	2	3	2	0	1	2	1	0	3	3	0	1	1	1	0	0	0	2	3	2	2	1	3	1	1	3	2	0	2	0
58a67b57530a69823b4ae8e5	0	2	1	0	0	3	2	1	0	3	0	2	2	2	2	0	2	1	2	0	3	3	0	1	0	1	0	0	1	2	3	3	3	1	1	0	0	1	3	1	1	0
58a67b60530a69823b4ae8e8	0	3	0	1	0	3	1	3	0	1	1	1	1	1	0	0	1	2	1	3	0	3	1	2	1	0	0	0	1	2	2	1	2	2	1	1	1	2	3	0	1	0
58a67b63530a69823b4ae8e9	0	3	0	2	0	3	0	2	1	0	1	2	1	0	0	2	1	1	3	3	0	2	3	3	2	0	0	1	0	2	1	0	2	2	0	0	2	1	3	2	1	0
58a67b66530a69823b4ae8ea	0	3	0	1	1	2	1	3	0	0	2	0	1	1	0	2	1	3	0	3	0	3	3	2	1	0	0	1	1	2	1	1	1	2	1	1	1	1	3	1	1	0
58a67b69530a69823b4ae8eb	0	3	0	1	0	2	0	2	3	0	2	2	0	1	0	2	1	1	2	3	0	0	3	1	2	0	0	3	0	2	2	0	1	2	0	2	1	1	2	2	3	0
58a67b6c530a69823b4ae8ec	1	3	0	1	1	0	3	3	0	0	2	0	1	2	0	2	1	3	3	3	0	3	3	2	1	1	3	1	2	2	3	1	1	2	2	2	1	3	3	2	1	2
58a67b70530a69823b4ae8ed	0	3	0	2	1	0	2	3	2	0	1	0	1	1	0	1	1	1	3	3	0	2	2	0	1	0	2	0	2	2	2	1	0	2	1	0	0	1	2	2	1	1
58a67b73530a69823b4ae8ee	0	3	0	1	1	1	3	2	0	0	2	1	2	2	0	1	2	2	0	3	0	3	2	2	2	1	0	0	1	3	1	0	0	1	1	1	0	3	3	0	1	1
58a67b77530a69823b4ae8ef	1	3	0	1	1	1	3	2	1	0	2	1	1	3	0	1	2	2	2	3	0	3	1	3	0	0	2	1	2	2	3	2	0	2	2	0	1	3	3	1	2	2
58a67b7a530a69823b4ae8f0	1	3	0	1	1	2	1	2	0	0	2	0	2	2	0	2	1	1	2	3	0	3	2	0	2	0	1	1	2	2	3	1	0	2	1	0	1	2	2	2	1	0
58a67b7d530a69823b4ae8f1	0	3	1	1	0	2	3	1	0	2	1	1	1	3	1	0	2	2	0	0	3	3	0	2	0	0	0	0	1	2	3	2	1	1	1	0	1	2	3	1	0	0
58a67b80530a69823b4ae8f2	0	3	0	1	0	2	3	1	2	1	2	1	1	3	1	0	1	3	2	0	3	3	2	0	1	0	1	0	2	2	3	2	1	2	1	0	1	1	2	1	1	0
58a67b83530a69823b4ae8f3	0	2	2	0	0	2	1	1	3	1	0	1	2	0	1	0	1	1	3	0	3	3	2	0	2	1	2	1	2	3	2	1	1	2	0	2	2	0	2	2	3	0
58a67b86530a69823b4ae8f4	1	3	1	0	0	2	3	3	0	3	1	2	3	2	0	0	1	3	2	0	3	3	0	2	0	2	2	1	3	2	3	3	2	1	2	1	1	1	2	2	0	0
58a67b8a530a69823b4ae8f5	1	2	3	0	0	3	3	3	0	3	2	0	2	3	0	0	2	3	2	0	3	3	0	1	0	2	1	0	2	2	2	2	2	1	2	0	1	2	1	0	0	2
58a67b8d530a69823b4ae8f6	0	3	0	0	0	3	3	3	0	2	2	0	1	3	0	1	3	3	1	3	0	3	0	2	0	1	0	1	2	1	2	2	2	1	3	0	1	1	3	2	0	1
58a67b90530a69823b4ae8f7	0	3	0	1	1	1	2	2	0	1	2	0	3	2	0	0	1	2	2	3	0	3	1	0	1	0	1	1	2	2	2	2	2	2	2	2	1	2	3	2	2	0
58a67b96530a69823b4ae8f9	0	2	1	0	0	2	3	2	0	3	2	1	2	2	0	0	1	3	1	0	3	3	1	1	1	2	1	1	1	2	3	3	2	1	2	0	1	1	2	1	1	1
58a67b93530a69823b4ae8f8	0	1	2	0	0	2	0	2	2	0	0	1	1	0	0	1	0	1	2	0	3	2	2	0	1	0	0	2	0	2	1	1	1	1	0	1	2	1	1	1	2	0
58a67b99530a69823b4ae8fa	0	1	1	0	1	2	2	0	1	1	0	1	1	1	1	0	2	0	2	1	2	2	1	0	1	0	0	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1
58a67b9c530a69823b4ae8fb	0	2	1	0	0	2	1	2	2	2	1	1	0	0	0	1	3	2	1	0	3	2	3	1	2	0	0	2	1	2	1	0	1	2	0	0	2	1	2	1	2	0
58a67b9f530a69823b4ae8fc	0	2	1	0	0	2	0	2	1	1	0	1	0	0	0	0	1	1	3	0	3	1	1	0	1	0	1	2	1	2	2	1	2	1	0	0	2	3	2	2	1	0
58a67ba2530a69823b4ae8fd	0	1	3	0	0	3	2	0	0	3	0	3	2	1	3	0	1	0	0	0	3	3	0	2	1	3	0	1	2	2	2	2	3	1	1	0	1	3	2	2	0	2
